Time,Header.seq,Header.stamp.secs,Header.stamp.nsecs,Header.frame_id,Latitude,Longitude,Altitude,HDOP,UTM_easting,UTM_northing,UTC,Zone,Letter,Fix_quality
1677522590.8646054,0,182944,0,GPS1_FRAME,42.33632278442383,-71.08843231201172,38.70000076293945,0.6600000262260437,327951.0625,4689231.5,18:29:44,19.0,T,5.0
1677522590.9642467,0,182944,0,GPS1_FRAME,42.33632278442383,-71.08843231201172,38.70000076293945,0.6600000262260437,327951.0625,4689231.5,18:29:44,19.0,T,5.0
1677522591.06417,0,182944,0,GPS1_FRAME,42.33632278442383,-71.08843231201172,38.70000076293945,0.6600000262260437,327951.0625,4689231.5,18:29:44,19.0,T,5.0
1677522591.164084,0,182944,0,GPS1_FRAME,42.33632278442383,-71.08843231201172,38.70000076293945,0.6600000262260437,327951.0625,4689231.5,18:29:44,19.0,T,5.0
1677522591.2643297,0,182944,0,GPS1_FRAME,42.33632278442383,-71.08843231201172,38.70000076293945,0.6600000262260437,327951.0625,4689231.5,18:29:44,19.0,T,5.0
1677522591.3658845,0,182944,0,GPS1_FRAME,42.33632278442383,-71.08843231201172,38.70000076293945,0.6600000262260437,327951.0625,4689231.5,18:29:44,19.0,T,5.0
1677522591.4641938,0,182944,0,GPS1_FRAME,42.33632278442383,-71.08843231201172,38.70000076293945,0.6600000262260437,327951.0625,4689231.5,18:29:44,19.0,T,5.0
1677522591.5648127,0,182945,0,GPS1_FRAME,42.33632278442383,-71.08843231201172,38.79999923706055,0.6600000262260437,327951.3125,4689231.0,18:29:45,19.0,T,5.0
1677522591.6645157,0,182945,0,GPS1_FRAME,42.33632278442383,-71.08843231201172,38.79999923706055,0.6600000262260437,327951.3125,4689231.0,18:29:45,19.0,T,5.0
1677522591.7645686,0,182945,0,GPS1_FRAME,42.33632278442383,-71.08843231201172,38.79999923706055,0.6600000262260437,327951.3125,4689231.0,18:29:45,19.0,T,5.0
1677522592.1311114,0,182945,0,GPS1_FRAME,42.33632278442383,-71.08843231201172,38.79999923706055,0.6600000262260437,327951.3125,4689231.0,18:29:45,19.0,T,5.0
1677522592.134475,0,182945,0,GPS1_FRAME,42.33632278442383,-71.08843231201172,38.79999923706055,0.6600000262260437,327951.3125,4689231.0,18:29:45,19.0,T,5.0
1677522592.137213,0,182952,0,GPS1_FRAME,42.336299896240234,-71.08840942382812,38.0,0.7599999904632568,327953.0625,4689228.5,18:29:52,19.0,T,5.0
1677522592.1611738,0,182952,0,GPS1_FRAME,42.336299896240234,-71.08840942382812,38.0,0.7599999904632568,327953.0625,4689228.5,18:29:52,19.0,T,5.0
1677522592.264374,0,182952,0,GPS1_FRAME,42.336299896240234,-71.08840942382812,38.0,0.7599999904632568,327953.0625,4689228.5,18:29:52,19.0,T,5.0
1677522592.3643649,0,182952,0,GPS1_FRAME,42.336299896240234,-71.08840942382812,38.0,0.7599999904632568,327953.0625,4689228.5,18:29:52,19.0,T,5.0
1677522592.4644208,0,182952,0,GPS1_FRAME,42.336299896240234,-71.08840942382812,38.0,0.7599999904632568,327953.0625,4689228.5,18:29:52,19.0,T,5.0
1677522592.5642905,0,182952,0,GPS1_FRAME,42.336299896240234,-71.08840942382812,38.0,0.7599999904632568,327953.0625,4689228.5,18:29:52,19.0,T,5.0
1677522592.6646316,0,182952,0,GPS1_FRAME,42.336299896240234,-71.08840942382812,38.0,0.7599999904632568,327953.0625,4689228.5,18:29:52,19.0,T,5.0
1677522592.7645545,0,182952,0,GPS1_FRAME,42.336299896240234,-71.08840942382812,38.0,0.7599999904632568,327953.0625,4689228.5,18:29:52,19.0,T,5.0
1677522592.8644261,0,182952,0,GPS1_FRAME,42.336299896240234,-71.08840942382812,38.0,0.7599999904632568,327953.0625,4689228.5,18:29:52,19.0,T,5.0
1677522592.9645967,0,182952,0,GPS1_FRAME,42.336299896240234,-71.08840942382812,38.0,0.7599999904632568,327953.0625,4689228.5,18:29:52,19.0,T,5.0
1677522593.064209,0,182952,0,GPS1_FRAME,42.336299896240234,-71.08840942382812,38.0,0.7599999904632568,327953.0625,4689228.5,18:29:52,19.0,T,5.0
1677522593.164097,0,182952,0,GPS1_FRAME,42.336299896240234,-71.08840942382812,38.0,0.7599999904632568,327953.0625,4689228.5,18:29:52,19.0,T,5.0
1677522593.2645338,0,182952,0,GPS1_FRAME,42.336299896240234,-71.08840942382812,38.0,0.7599999904632568,327953.0625,4689228.5,18:29:52,19.0,T,5.0
1677522593.364463,0,182952,0,GPS1_FRAME,42.336299896240234,-71.08840942382812,38.0,0.7599999904632568,327953.0625,4689228.5,18:29:52,19.0,T,5.0
1677522593.464649,0,182952,0,GPS1_FRAME,42.336299896240234,-71.08840942382812,38.0,0.7599999904632568,327953.0625,4689228.5,18:29:52,19.0,T,5.0
1677522593.564544,0,182952,0,GPS1_FRAME,42.336299896240234,-71.08840942382812,38.0,0.7599999904632568,327953.0625,4689228.5,18:29:52,19.0,T,5.0
1677522593.6642718,0,182952,0,GPS1_FRAME,42.336299896240234,-71.08840942382812,38.0,0.7599999904632568,327953.0625,4689228.5,18:29:52,19.0,T,5.0
1677522593.764481,0,182952,0,GPS1_FRAME,42.336299896240234,-71.08840942382812,38.0,0.7599999904632568,327953.0625,4689228.5,18:29:52,19.0,T,5.0
1677522593.864616,0,182952,0,GPS1_FRAME,42.336299896240234,-71.08840942382812,38.0,0.7599999904632568,327953.0625,4689228.5,18:29:52,19.0,T,5.0
