Time,Header.seq,Header.stamp.secs,Header.stamp.nsecs,Header.frame_id,Latitude,Longitude,Altitude,HDOP,UTM_northing,UTM_easting,UTC,Zone,Letter
1676051625.2496405,0,64425,0,GPS1_FRAME,1.0387766666666667,-11.921543333333334,1.5,27.9,174816.64139133244,114966.56014778868,175345.0,29,N
1676051626.2479079,0,64426,0,GPS1_FRAME,1.0387766666666667,-11.921548333333334,1.5,27.9,174816.08437897114,114966.56066315371,175346.0,29,N
1676051627.2497787,0,64427,0,GPS1_FRAME,1.0387766666666667,-11.921551666666666,1.5,27.9,174815.71303739457,114966.56100673089,175347.0,29,N
1676051628.2500594,0,64428,0,GPS1_FRAME,1.0387766666666667,-11.92156,1.5,27.8,174814.78468344972,114966.56186567554,175348.0,29,N
1676051629.2495723,0,64429,0,GPS1_FRAME,1.0387766666666667,-11.921563333333333,1.5,27.7,174814.4133418693,114966.56220925409,175349.0,29,N
1676051630.2492273,0,64430,0,GPS1_FRAME,1.0387766666666667,-11.921565,1.5,27.6,174814.2276710801,114966.5623810435,175350.0,29,N
1676051631.2501261,0,64431,0,GPS1_FRAME,1.038775,-11.921568333333333,1.5,27.6,174813.8561588301,114966.37826606145,175351.0,29,N
1676051632.2498655,0,64432,0,GPS1_FRAME,1.038775,-11.921570000000001,1.5,27.6,174813.67048803996,114966.3784378509,175352.0,29,N
1676051633.2485318,0,64433,0,GPS1_FRAME,1.038775,-11.921571666666667,1.5,27.5,174813.48481724673,114966.37860964044,175353.0,29,N
1676051634.2499008,0,64434,0,GPS1_FRAME,1.0387733333333333,-11.921573333333333,1.5,27.5,174813.29897578794,114966.19432286806,175354.0,29,N
1676051635.2504191,0,64435,0,GPS1_FRAME,1.0387733333333333,-11.921574999999999,1.5,27.5,174813.11330499692,114966.19449465752,175355.0,29,N
1676051636.2506833,0,64436,0,GPS1_FRAME,1.0387733333333333,-11.921573333333333,1.5,27.5,174813.29897578794,114966.19432286806,175356.0,29,N
1676051637.2494705,0,64437,0,GPS1_FRAME,1.038775,-11.921576666666665,1.5,27.4,174812.927804871,114966.37912500965,175357.0,29,N
1676051638.248969,0,64438,0,GPS1_FRAME,1.038775,-11.92158,1.5,27.4,174812.55646328477,114966.37946858963,175358.0,29,N
1676051639.266166,0,64439,0,GPS1_FRAME,1.038775,-11.921581666666667,1.5,27.2,174812.37079249276,114966.37964037976,175359.0,29,N
1676051640.2650876,0,64440,0,GPS1_FRAME,1.038775,-11.921585,1.5,27.1,174811.99945090484,114966.37998396032,175400.0,29,N
1676051641.2503881,0,64441,0,GPS1_FRAME,1.038775,-11.921586666666666,1.5,27.0,174811.81378011196,114966.38015575075,175401.0,29,N
1676051642.2493708,0,64442,0,GPS1_FRAME,1.038775,-11.921588333333334,1.5,27.0,174811.62810931593,114966.38032754128,175402.0,29,N
1676051643.2658129,0,64443,0,GPS1_FRAME,1.0387733333333333,-11.92159,1.5,26.9,174811.44226785342,114966.19604076713,175403.0,29,N
1676051644.2495308,0,64444,0,GPS1_FRAME,1.0387733333333333,-11.921588333333334,1.5,26.8,174811.627938647,114966.19586897678,175404.0,29,N
1676051645.2496104,0,64445,0,GPS1_FRAME,1.0387733333333333,-11.92159,1.5,26.7,174811.44226785342,114966.19604076713,175405.0,29,N
